12/30/2022,Philadelphia 76ers,New Orleans Pelicans
12/30/2022,Miami Heat,Denver Nuggets
12/30/2022,Portland Trail Blazers,Golden State Warriors
12/30/2022,Utah Jazz,Sacramento Kings
12/31/2022,Los Angeles Clippers,Indiana Pacers
12/31/2022,Cleveland Cavaliers,Chicago Bulls
12/31/2022,Brooklyn Nets,Charlotte Hornets
12/31/2022,New York Knicks,Houston Rockets
12/31/2022,Dallas Mavericks,San Antonio Spurs
12/31/2022,New Orleans Pelicans,Memphis Grizzlies
12/31/2022,Detroit Pistons,Minnesota Timberwolves
12/31/2022,Philadelphia 76ers,Oklahoma City Thunder
12/31/2022,Miami Heat,Utah Jazz
1/1/2023,Boston Celtics,Denver Nuggets
1/1/2023,Sacramento Kings,Memphis Grizzlies
1/1/2023,Washington Wizards,Milwaukee Bucks
1/2/2023,Phoenix Suns,New York Knicks
1/2/2023,Los Angeles Lakers,Charlotte Hornets
1/2/2023,Chicago Bulls,Cleveland Cavaliers
1/2/2023,Toronto Raptors,Indiana Pacers
1/2/2023,New Orleans Pelicans,Philadelphia 76ers
1/2/2023,San Antonio Spurs,Brooklyn Nets
1/2/2023,Dallas Mavericks,Houston Rockets
1/2/2023,Denver Nuggets,Minnesota Timberwolves
1/2/2023,Atlanta Hawks,Golden State Warriors
1/2/2023,Detroit Pistons,Portland Trail Blazers
1/2/2023,Miami Heat,Los Angeles Clippers
1/3/2023,Washington Wizards,Milwaukee Bucks
1/3/2023,Boston Celtics,Oklahoma City Thunder
1/3/2023,Sacramento Kings,Utah Jazz
1/4/2023,Memphis Grizzlies,Charlotte Hornets
1/4/2023,Phoenix Suns,Cleveland Cavaliers
1/4/2023,Oklahoma City Thunder,Orlando Magic
1/4/2023,Indiana Pacers,Philadelphia 76ers
1/4/2023,San Antonio Spurs,New York Knicks
1/4/2023,Milwaukee Bucks,Toronto Raptors
1/4/2023,Brooklyn Nets,Chicago Bulls
1/4/2023,Portland Trail Blazers,Minnesota Timberwolves
1/4/2023,Houston Rockets,New Orleans Pelicans
1/4/2023,Detroit Pistons,Golden State Warriors
1/4/2023,Miami Heat,Los Angeles Lakers
1/4/2023,Atlanta Hawks,Sacramento Kings
1/5/2023,Memphis Grizzlies,Orlando Magic
1/5/2023,Boston Celtics,Dallas Mavericks
1/5/2023,Utah Jazz,Houston Rockets
1/5/2023,Los Angeles Clippers,Denver Nuggets
1/6/2023,Portland Trail Blazers,Indiana Pacers
1/6/2023,Chicago Bulls,Philadelphia 76ers
1/6/2023,New York Knicks,Toronto Raptors
1/6/2023,Charlotte Hornets,Milwaukee Bucks
1/6/2023,Washington Wizards,Oklahoma City Thunder
1/6/2023,Detroit Pistons,San Antonio Spurs
1/6/2023,Brooklyn Nets,New Orleans Pelicans
1/6/2023,Cleveland Cavaliers,Denver Nuggets
1/6/2023,Los Angeles Clippers,Minnesota Timberwolves
1/6/2023,Miami Heat,Phoenix Suns
1/6/2023,Atlanta Hawks,Los Angeles Lakers
1/7/2023,Boston Celtics,San Antonio Spurs
1/7/2023,Utah Jazz,Chicago Bulls
1/7/2023,New Orleans Pelicans,Dallas Mavericks
1/7/2023,Orlando Magic,Golden State Warriors
1/7/2023,Los Angeles Lakers,Sacramento Kings
1/8/2023,Philadelphia 76ers,Detroit Pistons
1/8/2023,Portland Trail Blazers,Toronto Raptors
1/8/2023,Charlotte Hornets,Indiana Pacers
1/8/2023,Utah Jazz,Memphis Grizzlies
1/8/2023,Brooklyn Nets,Miami Heat
1/8/2023,Minnesota Timberwolves,Houston Rockets
1/8/2023,Dallas Mavericks,Oklahoma City Thunder
1/8/2023,Cleveland Cavaliers,Phoenix Suns
1/8/2023,Atlanta Hawks,Los Angeles Clippers
1/9/2023,New Orleans Pelicans,Washington Wizards
1/9/2023,Chicago Bulls,Boston Celtics
1/9/2023,Milwaukee Bucks,New York Knicks
1/9/2023,San Antonio Spurs,Memphis Grizzlies
1/9/2023,Los Angeles Lakers,Denver Nuggets
1/9/2023,Orlando Magic,Sacramento Kings
1/10/2023,Oklahoma City Thunder,Miami Heat
1/10/2023,Detroit Pistons,Philadelphia 76ers
1/10/2023,Charlotte Hornets,Toronto Raptors
1/10/2023,Cleveland Cavaliers,Utah Jazz
1/10/2023,Phoenix Suns,Golden State Warriors
1/10/2023,Orlando Magic,Portland Trail Blazers
1/10/2023,Dallas Mavericks,Los Angeles Clippers
1/11/2023,Minnesota Timberwolves,Detroit Pistons
1/11/2023,Chicago Bulls,Washington Wizards
1/11/2023,Milwaukee Bucks,Atlanta Hawks
1/11/2023,New Orleans Pelicans,Boston Celtics
1/11/2023,Indiana Pacers,New York Knicks
1/11/2023,San Antonio Spurs,Memphis Grizzlies
1/11/2023,Phoenix Suns,Denver Nuggets
1/11/2023,Houston Rockets,Sacramento Kings
1/12/2023,Oklahoma City Thunder,Philadelphia 76ers
1/12/2023,Boston Celtics,Brooklyn Nets
1/12/2023,Milwaukee Bucks,Miami Heat
1/12/2023,Charlotte Hornets,Toronto Raptors
1/12/2023,Dallas Mavericks,Los Angeles Lakers
1/12/2023,Cleveland Cavaliers,Portland Trail Blazers
1/13/2023,New Orleans Pelicans,Detroit Pistons
1/13/2023,Atlanta Hawks,Indiana Pacers
1/13/2023,New York Knicks,Washington Wizards
1/13/2023,Golden State Warriors,San Antonio Spurs
1/13/2023,Oklahoma City Thunder,Chicago Bulls
1/13/2023,Phoenix Suns,Minnesota Timberwolves
1/13/2023,Orlando Magic,Utah Jazz
1/13/2023,Denver Nuggets,Los Angeles Clippers
1/13/2023,Houston Rockets,Sacramento Kings
1/14/2023,Milwaukee Bucks,Miami Heat
1/14/2023,Boston Celtics,Charlotte Hornets
1/14/2023,Memphis Grizzlies,Indiana Pacers
1/14/2023,Atlanta Hawks,Toronto Raptors
1/14/2023,Cleveland Cavaliers,Minnesota Timberwolves
1/14/2023,Philadelphia 76ers,Utah Jazz
1/14/2023,Dallas Mavericks,Portland Trail Blazers
1/15/2023,New York Knicks,Detroit Pistons
1/15/2023,Houston Rockets,Los Angeles Clippers
1/15/2023,Golden State Warriors,Chicago Bulls
1/15/2023,Oklahoma City Thunder,Brooklyn Nets
1/15/2023,Sacramento Kings,San Antonio Spurs
1/15/2023,Orlando Magic,Denver Nuggets
1/15/2023,Dallas Mavericks,Portland Trail Blazers
1/15/2023,Philadelphia 76ers,Los Angeles Lakers
1/16/2023,Boston Celtics,Charlotte Hornets
1/16/2023,Indiana Pacers,Milwaukee Bucks
1/16/2023,New Orleans Pelicans,Cleveland Cavaliers
1/16/2023,Toronto Raptors,New York Knicks
1/16/2023,Golden State Warriors,Washington Wizards
1/16/2023,Miami Heat,Atlanta Hawks
1/16/2023,Utah Jazz,Minnesota Timberwolves
1/16/2023,Phoenix Suns,Memphis Grizzlies
1/16/2023,Houston Rockets,Los Angeles Lakers
1/17/2023,Toronto Raptors,Milwaukee Bucks
1/17/2023,Brooklyn Nets,San Antonio Spurs
1/17/2023,Portland Trail Blazers,Denver Nuggets
1/17/2023,Philadelphia 76ers,Los Angeles Clippers
1/18/2023,Atlanta Hawks,Dallas Mavericks
1/18/2023,Washington Wizards,New York Knicks
1/18/2023,Charlotte Hornets,Houston Rockets
1/18/2023,Cleveland Cavaliers,Memphis Grizzlies
1/18/2023,Miami Heat,New Orleans Pelicans
1/18/2023,Indiana Pacers,Oklahoma City Thunder
1/18/2023,Los Angeles Clippers,Utah Jazz
1/18/2023,Minnesota Timberwolves,Denver Nuggets
1/18/2023,Sacramento Kings,Los Angeles Lakers
1/19/2023,Chicago Bulls,Detroit Pistons
1/19/2023,Golden State Warriors,Boston Celtics
1/19/2023,Toronto Raptors,Minnesota Timberwolves
1/19/2023,Brooklyn Nets,Phoenix Suns
1/19/2023,Philadelphia 76ers,Portland Trail Blazers
1/20/2023,New Orleans Pelicans,Orlando Magic
1/20/2023,New York Knicks,Atlanta Hawks
1/20/2023,Golden State Warriors,Cleveland Cavaliers
1/20/2023,Miami Heat,Dallas Mavericks
1/20/2023,Los Angeles Clippers,San Antonio Spurs
1/20/2023,Indiana Pacers,Denver Nuggets
1/20/2023,Brooklyn Nets,Utah Jazz
1/20/2023,Memphis Grizzlies,Los Angeles Lakers
1/20/2023,Oklahoma City Thunder,Sacramento Kings
1/21/2023,Boston Celtics,Toronto Raptors
1/21/2023,Orlando Magic,Washington Wizards
1/21/2023,Charlotte Hornets,Atlanta Hawks
1/21/2023,Milwaukee Bucks,Cleveland Cavaliers
1/21/2023,Houston Rockets,Minnesota Timberwolves
1/21/2023,Indiana Pacers,Phoenix Suns
1/21/2023,Philadelphia 76ers,Sacramento Kings
1/22/2023,New Orleans Pelicans,Miami Heat
1/22/2023,New York Knicks,Toronto Raptors
1/22/2023,Los Angeles Clippers,Dallas Mavericks
1/22/2023,Oklahoma City Thunder,Denver Nuggets
1/22/2023,Memphis Grizzlies,Phoenix Suns
1/22/2023,Brooklyn Nets,Golden State Warriors
1/22/2023,Los Angeles Lakers,Portland Trail Blazers
1/23/2023,Milwaukee Bucks,Detroit Pistons
1/23/2023,Boston Celtics,Orlando Magic
1/23/2023,Atlanta Hawks,Chicago Bulls
1/23/2023,Minnesota Timberwolves,Houston Rockets
1/23/2023,Charlotte Hornets,Utah Jazz
1/23/2023,San Antonio Spurs,Portland Trail Blazers
1/23/2023,Memphis Grizzlies,Sacramento Kings
1/24/2023,Chicago Bulls,Indiana Pacers
1/24/2023,Boston Celtics,Miami Heat
1/24/2023,Cleveland Cavaliers,New York Knicks
1/24/2023,Denver Nuggets,New Orleans Pelicans
1/24/2023,Washington Wizards,Dallas Mavericks
1/24/2023,Charlotte Hornets,Phoenix Suns
1/24/2023,Los Angeles Clippers,Los Angeles Lakers
1/25/2023,Indiana Pacers,Orlando Magic
1/25/2023,Brooklyn Nets,Philadelphia 76ers
1/25/2023,Washington Wizards,Houston Rockets
1/25/2023,Denver Nuggets,Milwaukee Bucks
1/25/2023,Minnesota Timberwolves,New Orleans Pelicans
1/25/2023,Atlanta Hawks,Oklahoma City Thunder
1/25/2023,Memphis Grizzlies,Golden State Warriors
1/25/2023,Utah Jazz,Portland Trail Blazers
1/25/2023,Toronto Raptors,Sacramento Kings
1/25/2023,San Antonio Spurs,Los Angeles Lakers
1/26/2023,New York Knicks,Boston Celtics
1/26/2023,Detroit Pistons,Brooklyn Nets
1/26/2023,Chicago Bulls,Charlotte Hornets
1/26/2023,Cleveland Cavaliers,Houston Rockets
1/26/2023,Dallas Mavericks,Phoenix Suns
1/26/2023,San Antonio Spurs,Los Angeles Clippers
1/27/2023,Milwaukee Bucks,Indiana Pacers
1/27/2023,Memphis Grizzlies,Minnesota Timberwolves
1/27/2023,Orlando Magic,Miami Heat
1/27/2023,Cleveland Cavaliers,Oklahoma City Thunder
1/27/2023,Toronto Raptors,Golden State Warriors
1/28/2023,Denver Nuggets,Philadelphia 76ers
1/28/2023,New York Knicks,Brooklyn Nets
1/28/2023,Houston Rockets,Detroit Pistons
1/28/2023,Chicago Bulls,Orlando Magic
1/28/2023,Los Angeles Clippers,Atlanta Hawks
1/28/2023,Sacramento Kings,Minnesota Timberwolves
1/28/2023,Washington Wizards,New Orleans Pelicans
1/28/2023,Phoenix Suns,San Antonio Spurs
1/28/2023,Los Angeles Lakers,Boston Celtics
1/28/2023,Dallas Mavericks,Utah Jazz
1/28/2023,Toronto Raptors,Portland Trail Blazers
1/29/2023,Miami Heat,Charlotte Hornets
1/29/2023,Indiana Pacers,Memphis Grizzlies
1/29/2023,Los Angeles Clippers,Cleveland Cavaliers
1/29/2023,New Orleans Pelicans,Milwaukee Bucks
1/30/2023,Orlando Magic,Philadelphia 76ers
1/30/2023,Los Angeles Lakers,Brooklyn Nets
1/30/2023,Sacramento Kings,Minnesota Timberwolves
1/30/2023,Golden State Warriors,Oklahoma City Thunder
1/30/2023,Washington Wizards,San Antonio Spurs
1/30/2023,Detroit Pistons,Dallas Mavericks
1/30/2023,Toronto Raptors,Phoenix Suns
1/30/2023,Atlanta Hawks,Portland Trail Blazers
1/31/2023,Miami Heat,Cleveland Cavaliers
1/31/2023,Los Angeles Lakers,New York Knicks
1/31/2023,Los Angeles Clippers,Chicago Bulls
1/31/2023,Charlotte Hornets,Milwaukee Bucks
1/31/2023,New Orleans Pelicans,Denver Nuggets
2/1/2023,Washington Wizards,Detroit Pistons
2/1/2023,Portland Trail Blazers,Memphis Grizzlies
2/1/2023,Orlando Magic,Philadelphia 76ers
2/1/2023,Brooklyn Nets,Boston Celtics
2/1/2023,Oklahoma City Thunder,Houston Rockets
2/1/2023,Golden State Warriors,Minnesota Timberwolves
2/1/2023,Sacramento Kings,San Antonio Spurs
2/1/2023,Toronto Raptors,Utah Jazz
2/1/2023,Atlanta Hawks,Phoenix Suns
2/2/2023,Los Angeles Lakers,Indiana Pacers
2/2/2023,Memphis Grizzlies,Cleveland Cavaliers
2/2/2023,Miami Heat,New York Knicks
2/2/2023,Charlotte Hornets,Chicago Bulls
2/2/2023,New Orleans Pelicans,Dallas Mavericks
2/2/2023,Golden State Warriors,Denver Nuggets
2/2/2023,Los Angeles Clippers,Milwaukee Bucks
2/3/2023,Charlotte Hornets,Detroit Pistons
2/3/2023,Sacramento Kings,Indiana Pacers
2/3/2023,Portland Trail Blazers,Washington Wizards
2/3/2023,Phoenix Suns,Boston Celtics
2/3/2023,Toronto Raptors,Houston Rockets
2/3/2023,Orlando Magic,Minnesota Timberwolves
2/3/2023,Philadelphia 76ers,San Antonio Spurs
2/3/2023,Atlanta Hawks,Utah Jazz
2/4/2023,Washington Wizards,Brooklyn Nets
2/4/2023,Phoenix Suns,Detroit Pistons
2/4/2023,Los Angeles Clippers,New York Knicks
2/4/2023,Portland Trail Blazers,Chicago Bulls
2/4/2023,Miami Heat,Milwaukee Bucks
2/4/2023,Los Angeles Lakers,New Orleans Pelicans
2/4/2023,Houston Rockets,Oklahoma City Thunder
2/4/2023,Dallas Mavericks,Golden State Warriors
2/4/2023,Atlanta Hawks,Denver Nuggets
2/5/2023,Orlando Magic,Charlotte Hornets
2/5/2023,Cleveland Cavaliers,Indiana Pacers
2/5/2023,Toronto Raptors,Memphis Grizzlies
2/5/2023,Philadelphia 76ers,New York Knicks
2/5/2023,Denver Nuggets,Minnesota Timberwolves
2/5/2023,Sacramento Kings,New Orleans Pelicans
2/6/2023,Boston Celtics,Detroit Pistons
2/6/2023,Cleveland Cavaliers,Washington Wizards
2/6/2023,Los Angeles Clippers,Brooklyn Nets
2/6/2023,San Antonio Spurs,Chicago Bulls
2/6/2023,Sacramento Kings,Houston Rockets
2/6/2023,Dallas Mavericks,Utah Jazz
2/6/2023,Oklahoma City Thunder,Golden State Warriors
2/6/2023,Milwaukee Bucks,Portland Trail Blazers
2/7/2023,New York Knicks,Orlando Magic
2/7/2023,Phoenix Suns,Brooklyn Nets
2/7/2023,Atlanta Hawks,New Orleans Pelicans
2/7/2023,Chicago Bulls,Memphis Grizzlies
2/7/2023,Minnesota Timberwolves,Denver Nuggets
2/7/2023,Oklahoma City Thunder,Los Angeles Lakers
2/8/2023,Detroit Pistons,Cleveland Cavaliers
2/8/2023,Charlotte Hornets,Washington Wizards
2/8/2023,Philadelphia 76ers,Boston Celtics
2/8/2023,Indiana Pacers,Miami Heat
2/8/2023,San Antonio Spurs,Toronto Raptors
2/8/2023,Sacramento Kings,Houston Rockets
2/8/2023,Minnesota Timberwolves,Utah Jazz
2/8/2023,Dallas Mavericks,Los Angeles Clippers
2/8/2023,Golden State Warriors,Portland Trail Blazers
2/9/2023,Denver Nuggets,Orlando Magic
2/9/2023,Phoenix Suns,Atlanta Hawks
2/9/2023,Chicago Bulls,Brooklyn Nets
2/9/2023,Milwaukee Bucks,Los Angeles Lakers
2/10/2023,San Antonio Spurs,Detroit Pistons
2/10/2023,Phoenix Suns,Indiana Pacers
2/10/2023,New York Knicks,Philadelphia 76ers
2/10/2023,Charlotte Hornets,Boston Celtics
2/10/2023,Utah Jazz,Toronto Raptors
2/10/2023,Minnesota Timberwolves,Memphis Grizzlies
2/10/2023,Houston Rockets,Miami Heat
2/10/2023,Cleveland Cavaliers,New Orleans Pelicans
2/10/2023,Oklahoma City Thunder,Portland Trail Blazers
2/10/2023,Dallas Mavericks,Sacramento Kings
2/10/2023,Milwaukee Bucks,Los Angeles Clippers
2/11/2023,Philadelphia 76ers,Brooklyn Nets
2/11/2023,Denver Nuggets,Charlotte Hornets
2/11/2023,Miami Heat,Orlando Magic
2/11/2023,Indiana Pacers,Washington Wizards
2/11/2023,San Antonio Spurs,Atlanta Hawks
2/11/2023,Utah Jazz,New York Knicks
2/11/2023,Chicago Bulls,Cleveland Cavaliers
2/11/2023,Los Angeles Lakers,Golden State Warriors
2/11/2023,Dallas Mavericks,Sacramento Kings
2/12/2023,Memphis Grizzlies,Boston Celtics
2/12/2023,Detroit Pistons,Toronto Raptors
2/13/2023,Atlanta Hawks,Charlotte Hornets
2/13/2023,San Antonio Spurs,Cleveland Cavaliers
2/13/2023,Utah Jazz,Indiana Pacers
2/13/2023,Houston Rockets,Philadelphia 76ers
2/13/2023,Denver Nuggets,Miami Heat
2/13/2023,Brooklyn Nets,New York Knicks
2/13/2023,Orlando Magic,Chicago Bulls
2/13/2023,New Orleans Pelicans,Oklahoma City Thunder
2/13/2023,Minnesota Timberwolves,Dallas Mavericks
2/13/2023,Washington Wizards,Golden State Warriors
2/13/2023,Los Angeles Lakers,Portland Trail Blazers
2/14/2023,Boston Celtics,Milwaukee Bucks
2/14/2023,Orlando Magic,Toronto Raptors
2/14/2023,Sacramento Kings,Phoenix Suns
2/14/2023,Golden State Warriors,Los Angeles Clippers
2/14/2023,Washington Wizards,Portland Trail Blazers
2/15/2023,San Antonio Spurs,Charlotte Hornets
2/15/2023,Chicago Bulls,Indiana Pacers
2/15/2023,Cleveland Cavaliers,Philadelphia 76ers
2/15/2023,New York Knicks,Atlanta Hawks
2/15/2023,Detroit Pistons,Boston Celtics
2/15/2023,Miami Heat,Brooklyn Nets
2/15/2023,Utah Jazz,Memphis Grizzlies
2/15/2023,Houston Rockets,Oklahoma City Thunder
2/15/2023,Dallas Mavericks,Denver Nuggets
2/15/2023,New Orleans Pelicans,Los Angeles Lakers
2/16/2023,Milwaukee Bucks,Chicago Bulls
2/16/2023,Washington Wizards,Minnesota Timberwolves
2/16/2023,Los Angeles Clippers,Phoenix Suns
2/23/2023,Denver Nuggets,Cleveland Cavaliers
2/23/2023,Boston Celtics,Indiana Pacers
2/23/2023,Detroit Pistons,Orlando Magic
2/23/2023,Memphis Grizzlies,Philadelphia 76ers
2/23/2023,New Orleans Pelicans,Toronto Raptors
2/23/2023,San Antonio Spurs,Dallas Mavericks
2/23/2023,Oklahoma City Thunder,Utah Jazz
2/23/2023,Golden State Warriors,Los Angeles Lakers
2/23/2023,Portland Trail Blazers,Sacramento Kings
2/24/2023,New York Knicks,Washington Wizards
2/24/2023,Cleveland Cavaliers,Atlanta Hawks
2/24/2023,Miami Heat,Milwaukee Bucks
2/24/2023,Charlotte Hornets,Minnesota Timberwolves
2/24/2023,Oklahoma City Thunder,Phoenix Suns
2/24/2023,Brooklyn Nets,Chicago Bulls
2/24/2023,Houston Rockets,Golden State Warriors
2/24/2023,Sacramento Kings,Los Angeles Clippers
2/25/2023,Toronto Raptors,Detroit Pistons
2/25/2023,Miami Heat,Charlotte Hornets
2/25/2023,Indiana Pacers,Orlando Magic
2/25/2023,New Orleans Pelicans,New York Knicks
2/25/2023,Denver Nuggets,Memphis Grizzlies
2/25/2023,Boston Celtics,Philadelphia 76ers
2/25/2023,San Antonio Spurs,Utah Jazz
2/26/2023,Phoenix Suns,Milwaukee Bucks
2/26/2023,Brooklyn Nets,Atlanta Hawks
2/26/2023,Washington Wizards,Chicago Bulls
2/26/2023,Los Angeles Lakers,Dallas Mavericks
2/26/2023,Toronto Raptors,Cleveland Cavaliers
2/26/2023,Sacramento Kings,Oklahoma City Thunder
2/26/2023,Minnesota Timberwolves,Golden State Warriors
2/26/2023,Houston Rockets,Portland Trail Blazers
2/26/2023,Los Angeles Clippers,Denver Nuggets
2/27/2023,Detroit Pistons,Charlotte Hornets
2/27/2023,Miami Heat,Philadelphia 76ers
2/27/2023,Boston Celtics,New York Knicks
2/27/2023,Orlando Magic,New Orleans Pelicans
2/28/2023,Washington Wizards,Atlanta Hawks
2/28/2023,Milwaukee Bucks,Brooklyn Nets
2/28/2023,Chicago Bulls,Toronto Raptors
2/28/2023,Denver Nuggets,Houston Rockets
2/28/2023,Los Angeles Lakers,Memphis Grizzlies
2/28/2023,Sacramento Kings,Oklahoma City Thunder
2/28/2023,Indiana Pacers,Dallas Mavericks
2/28/2023,San Antonio Spurs,Utah Jazz
2/28/2023,Portland Trail Blazers,Golden State Warriors
2/28/2023,Minnesota Timberwolves,Los Angeles Clippers
3/1/2023,Phoenix Suns,Charlotte Hornets
3/1/2023,Chicago Bulls,Detroit Pistons
3/1/2023,Cleveland Cavaliers,Boston Celtics
3/1/2023,Philadelphia 76ers,Miami Heat
3/1/2023,Brooklyn Nets,New York Knicks
3/1/2023,Memphis Grizzlies,Houston Rockets
3/1/2023,Orlando Magic,Milwaukee Bucks
3/1/2023,Los Angeles Lakers,Oklahoma City Thunder
3/1/2023,New Orleans Pelicans,Portland Trail Blazers
3/2/2023,Toronto Raptors,Washington Wizards
3/2/2023,Philadelphia 76ers,Dallas Mavericks
3/2/2023,Indiana Pacers,San Antonio Spurs
3/2/2023,Los Angeles Clippers,Golden State Warriors
3/3/2023,Orlando Magic,Charlotte Hornets
3/3/2023,Portland Trail Blazers,Atlanta Hawks
3/3/2023,Brooklyn Nets,Boston Celtics
3/3/2023,Phoenix Suns,Chicago Bulls
3/3/2023,New York Knicks,Miami Heat
3/3/2023,Utah Jazz,Oklahoma City Thunder
3/3/2023,Memphis Grizzlies,Denver Nuggets
3/3/2023,New Orleans Pelicans,Golden State Warriors
3/3/2023,Los Angeles Clippers,Sacramento Kings
3/3/2023,Minnesota Timberwolves,Los Angeles Lakers
3/4/2023,Toronto Raptors,Washington Wizards
3/4/2023,Detroit Pistons,Cleveland Cavaliers
3/4/2023,Atlanta Hawks,Miami Heat
3/4/2023,Houston Rockets,San Antonio Spurs
3/4/2023,Philadelphia 76ers,Milwaukee Bucks
3/4/2023,Minnesota Timberwolves,Sacramento Kings
3/5/2023,Phoenix Suns,Dallas Mavericks
3/5/2023,Indiana Pacers,Chicago Bulls
3/5/2023,Golden State Warriors,Los Angeles Lakers
3/5/2023,Charlotte Hornets,Brooklyn Nets
3/5/2023,Portland Trail Blazers,Orlando Magic
3/5/2023,San Antonio Spurs,Houston Rockets
3/5/2023,Utah Jazz,Oklahoma City Thunder
3/5/2023,New York Knicks,Boston Celtics
3/5/2023,Memphis Grizzlies,Los Angeles Clippers
3/6/2023,Boston Celtics,Cleveland Cavaliers
3/6/2023,Philadelphia 76ers,Indiana Pacers
3/6/2023,Milwaukee Bucks,Washington Wizards
3/6/2023,Atlanta Hawks,Miami Heat
3/6/2023,Toronto Raptors,Denver Nuggets
3/6/2023,New Orleans Pelicans,Sacramento Kings
3/7/2023,Portland Trail Blazers,Detroit Pistons
3/7/2023,Milwaukee Bucks,Orlando Magic
3/7/2023,Philadelphia 76ers,Minnesota Timberwolves
3/7/2023,Charlotte Hornets,New York Knicks
3/7/2023,Brooklyn Nets,Houston Rockets
3/7/2023,Golden State Warriors,Oklahoma City Thunder
3/7/2023,Utah Jazz,Dallas Mavericks
3/7/2023,Memphis Grizzlies,Los Angeles Lakers
3/8/2023,Atlanta Hawks,Washington Wizards
3/8/2023,Portland Trail Blazers,Boston Celtics
3/8/2023,Cleveland Cavaliers,Miami Heat
3/8/2023,Dallas Mavericks,New Orleans Pelicans
3/8/2023,Chicago Bulls,Denver Nuggets
3/8/2023,Oklahoma City Thunder,Phoenix Suns
3/8/2023,Toronto Raptors,Los Angeles Clippers
3/9/2023,Charlotte Hornets,Detroit Pistons
3/9/2023,Houston Rockets,Indiana Pacers
3/9/2023,Utah Jazz,Orlando Magic
3/9/2023,Brooklyn Nets,Milwaukee Bucks
3/9/2023,Golden State Warriors,Memphis Grizzlies
3/9/2023,New York Knicks,Sacramento Kings
3/10/2023,Portland Trail Blazers,Philadelphia 76ers
3/10/2023,Atlanta Hawks,Washington Wizards
3/10/2023,Cleveland Cavaliers,Miami Heat
3/10/2023,Brooklyn Nets,Minnesota Timberwolves
3/10/2023,Denver Nuggets,San Antonio Spurs
3/10/2023,Toronto Raptors,Los Angeles Lakers
3/11/2023,New York Knicks,Los Angeles Clippers
3/11/2023,Utah Jazz,Charlotte Hornets
3/11/2023,Indiana Pacers,Detroit Pistons
3/11/2023,Miami Heat,Orlando Magic
3/11/2023,Boston Celtics,Atlanta Hawks
3/11/2023,Chicago Bulls,Houston Rockets
3/11/2023,Dallas Mavericks,Memphis Grizzlies
3/11/2023,Milwaukee Bucks,Golden State Warriors
3/11/2023,Oklahoma City Thunder,New Orleans Pelicans
3/11/2023,Sacramento Kings,Phoenix Suns
3/12/2023,Brooklyn Nets,Denver Nuggets
3/12/2023,Cleveland Cavaliers,Charlotte Hornets
3/12/2023,Washington Wizards,Philadelphia 76ers
3/12/2023,Portland Trail Blazers,New Orleans Pelicans
3/12/2023,Oklahoma City Thunder,San Antonio Spurs
3/12/2023,New York Knicks,Los Angeles Lakers
3/13/2023,Indiana Pacers,Detroit Pistons
3/13/2023,Minnesota Timberwolves,Atlanta Hawks
3/13/2023,Memphis Grizzlies,Dallas Mavericks
3/13/2023,Utah Jazz,Miami Heat
3/13/2023,Boston Celtics,Houston Rockets
3/13/2023,Phoenix Suns,Golden State Warriors
3/13/2023,Milwaukee Bucks,Sacramento Kings
3/14/2023,Cleveland Cavaliers,Charlotte Hornets
3/14/2023,Detroit Pistons,Washington Wizards
3/14/2023,Denver Nuggets,Toronto Raptors
3/14/2023,Los Angeles Lakers,New Orleans Pelicans
3/14/2023,Brooklyn Nets,Oklahoma City Thunder
3/14/2023,Orlando Magic,San Antonio Spurs
3/14/2023,Milwaukee Bucks,Phoenix Suns
3/14/2023,New York Knicks,Portland Trail Blazers
3/15/2023,Philadelphia 76ers,Cleveland Cavaliers
3/15/2023,Memphis Grizzlies,Miami Heat
3/15/2023,Sacramento Kings,Chicago Bulls
3/15/2023,Los Angeles Lakers,Houston Rockets
3/15/2023,Boston Celtics,Minnesota Timberwolves
3/15/2023,Dallas Mavericks,San Antonio Spurs
3/15/2023,Golden State Warriors,Los Angeles Clippers
3/16/2023,Denver Nuggets,Detroit Pistons
3/16/2023,Sacramento Kings,Brooklyn Nets
3/16/2023,Oklahoma City Thunder,Toronto Raptors
3/16/2023,Indiana Pacers,Milwaukee Bucks
3/16/2023,Orlando Magic,Phoenix Suns
3/17/2023,Philadelphia 76ers,Charlotte Hornets
3/17/2023,Golden State Warriors,Atlanta Hawks
3/17/2023,Washington Wizards,Cleveland Cavaliers
3/17/2023,Minnesota Timberwolves,Chicago Bulls
3/17/2023,New Orleans Pelicans,Houston Rockets
3/17/2023,Memphis Grizzlies,San Antonio Spurs
3/17/2023,Boston Celtics,Portland Trail Blazers
3/17/2023,Dallas Mavericks,Los Angeles Lakers
3/18/2023,Denver Nuggets,New York Knicks
3/18/2023,Orlando Magic,Los Angeles Clippers
3/18/2023,Philadelphia 76ers,Indiana Pacers
3/18/2023,Minnesota Timberwolves,Toronto Raptors
3/18/2023,Miami Heat,Chicago Bulls
3/18/2023,Golden State Warriors,Memphis Grizzlies
3/18/2023,Sacramento Kings,Washington Wizards
3/18/2023,Boston Celtics,Utah Jazz
3/19/2023,Denver Nuggets,Brooklyn Nets
3/19/2023,Phoenix Suns,Oklahoma City Thunder
3/19/2023,Atlanta Hawks,San Antonio Spurs
